Equation,Iteration,Euler Error,Euler Improved Error,RK4 Error,,,,,,Euler Time,Euler Improved Time,RK4 Time,,,,Euler Time,Euler Improved Time,RK4 Time
Equation 3,22,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,23,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,24,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,25,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,26,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,27,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,28,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,29,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,30,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,31,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,32,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,33,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,34,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,35,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,36,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,37,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,38,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,39,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,40,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,41,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,42,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,43,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,44,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,45,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,46,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,47,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,48,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,49,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,50,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,51,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,52,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,53,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,54,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,55,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,56,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,57,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,58,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,59,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,60,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,61,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,62,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,63,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,64,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,65,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,66,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,67,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,68,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,69,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,70,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,71,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,72,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,73,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,74,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,75,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,76,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,77,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,78,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,79,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,80,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,81,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,82,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,83,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,84,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,85,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,86,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,87,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,88,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,89,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,90,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,91,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,92,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,93,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,94,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,95,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,96,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,97,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,98,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,99,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 3,100,inf,inf,inf,,,,,,,,,,,,0.6371404,1.4096553,2.0847871
Equation 4,0,0,0,0,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,1,2.215080457,0.144161922,0.000143456,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,2,4.291237399,0.311018933,0.000344399,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,3,6.118179845,0.489293192,0.000578289,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,4,7.585427744,0.665197698,0.000806219,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,5,8.595635001,0.825497853,0.00099195,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,6,9.075636832,0.960392525,0.001117232,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,7,8.985464999,1.065375099,0.001185914,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,8,8.326032935,1.141503718,0.001215697,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,9,7.145894253,1.193935727,0.001225259,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,10,5.546457375,1.229094865,0.001226606,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,11,3.683574934,1.251331212,0.001226268,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,12,1.762115095,1.260243304,0.001229809,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,13,0.019897879,1.249784794,0.001240946,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,14,1.300740512,1.209779709,0.00125317,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,15,1.991127852,1.129608699,0.001242452,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,16,1.915886227,1.002903307,0.001173002,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,17,1.041735916,0.831503865,0.001018369,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,18,0.555736832,0.627018112,0.000784579,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,19,2.711452075,0.40911614,0.000515823,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,20,5.210435627,0.200944126,0.000274646,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,21,7.834412688,0.023227577,0.000109051,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,22,10.40142494,0.110776421,3.00E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,23,12.78967387,0.197642283,1.40E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,24,14.94385333,0.242738246,2.51E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,25,16.86737312,0.256459505,3.70E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,26,18.60581999,0.249404339,4.14E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,27,20.22668206,0.22837059,4.12E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,28,21.79926268,0.194489638,4.21E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,29,23.37770202,0.143856592,5.01E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,30,24.98919262,0.070101871,7.65E-05,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,31,26.62856457,0.032213132,0.000139246,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,32,28.25928986,0.164603564,0.000256908,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,33,29.81979202,0.323020177,0.000435674,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,34,31.23310841,0.497995588,0.000660091,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,35,32.41772805,0.676447161,0.000895479,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,36,33.29784717,0.844541014,0.001102255,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,37,33.81210189,0.990756296,0.001253407,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,38,33.92068102,1.108257397,0.001343981,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,39,33.61125346,1.195869947,0.001387461,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,40,32.9041625,1.257323485,0.00140353,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,41,31.85680234,1.298910832,0.001407297,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,42,30.56612381,1.326231154,0.001407001,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,43,29.16714737,1.341090369,0.001408246,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,44,27.82477545,1.339752394,0.001416189,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,45,26.71685085,1.31342603,0.001429817,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,46,26.00885504,1.251137306,0.001432653,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,47,25.82456207,1.144191777,0.001391977,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,48,26.22068891,0.990658831,0.001274308,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,49,27.17456812,0.798091308,0.00107008,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,50,28.59042902,0.583208153,0.000808615,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,51,30.3230214,0.368378662,0.000548568,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,52,32.21069173,0.176027932,0.000347842,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,53,34.10735082,0.022977561,0.00023404,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,54,35.9050135,0.083195534,0.00019608,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,55,37.54355718,0.14453161,0.000199998,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,56,39.00889421,0.169897446,0.000213584,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,57,40.32311818,0.170369889,0.00022117,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,58,41.53050067,0.154688762,0.000222226,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,59,42.68253826,0.126402123,0.000221991,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,60,43.82445359,0.083479134,0.000226088,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,61,44.9849138,0.020186161,0.000242995,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,62,46.17011442,0.069710102,0.00028814,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,63,47.36262085,0.189646774,0.000381209,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,64,48.52449677,0.337978136,0.000535096,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,65,49.60350831,0.507363279,0.000743856,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,66,50.54082847,0.685928431,0.000979626,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,67,51.27878849,0.85978207,0.001202652,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,68,51.76772685,1.016105206,0.001378867,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,69,51.97162562,1.145910049,0.00149383,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,70,51.87272883,1.245660818,0.001554552,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,71,51.4755162,1.317248955,0.001579765,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,72,50.81017916,1.366260386,0.001587311,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,73,49.93515303,1.398990595,0.001587991,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,74,48.93747217,1.419135673,0.001587908,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,75,47.92907979,1.425347943,0.001592613,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,76,47.03725818,1.410724891,0.001604818,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,77,46.388562,1.364729407,0.001615353,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,78,46.08813066,1.27714255,0.001597332,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,79,46.19923136,1.142755299,0.001514765,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,80,46.72964916,0.965019744,0.001345293,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,81,47.63042169,0.757086956,0.001101661,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,82,48.8082297,0.539558278,0.000833151,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,83,50.14748934,0.335551024,0.000602173,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,84,51.53482278,0.16480018,0.00045148,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,85,52.87881189,0.038964128,0.000385352,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,86,54.12101057,0.040175551,0.000376377,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,87,55.23786308,0.079137868,0.000388928,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,88,56.23561339,0.088671212,0.000399753,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,89,57.1410631,0.078951272,0.000403009,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,90,57.99074643,0.055874688,0.00040263,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,91,58.82049815,0.019617681,0.00040418,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,92,59.65687875,0.034349447,0.000414327,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,93,60.51148537,0.11247008,0.000445404,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,94,61.37867654,0.219696725,0.000516271,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,95,62.2366307,0.356676205,0.000644295,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,96,63.05105785,0.518396738,0.000832447,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,97,63.78048744,0.694635757,0.001061493,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,98,64.38199795,0.871989519,0.001294695,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,99,64.81652189,1.036829827,0.001493455,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 4,100,65.05330916,1.178306749,0.001634151,,,,,,,,,,,,0.495798,1.6172329,2.0418703
Equation 5,0,0,0,0,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,1,3.697744245,0.166661533,0.00042244,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,2,7.925031299,0.423000462,0.001307089,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,3,12.69015746,0.796180884,0.002996694,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,4,17.96918766,1.314996711,0.005989164,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,5,23.70711858,2.009071414,0.010971213,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,6,29.82080684,2.907980979,0.018851994,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,7,36.20371327,4.04029962,0.030796048,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,8,42.73228226,5.432577387,0.048254954,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,9,49.27355311,7.108269163,0.072997116,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,10,55.69341858,9.086645221,0.107135166,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,11,61.86483356,11.38172369,0.153150454,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,12,67.67525287,14.00127412,0.21391414,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,13,73.03264945,16.94594799,0.292704325,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,14,77.86962308,20.20859518,0.393218706,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,15,82.14533185,23.77382455,0.519582141,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,16,85.84523014,27.61786125,0.67634852,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,17,88.97883812,31.70874203,0.86849626,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,18,91.57596434,36.00687418,1.101416758,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,19,93.68192739,40.46596301,1.380895043,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,20,95.35236416,45.03428929,1.713081941,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,21,96.64817207,49.6562928,2.10445699,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,22,97.63102906,54.27439394,2.561781464,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,23,98.3597912,58.83096397,3.092040869,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,24,98.88791166,63.27033874,3.702376432,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,25,99.26188242,67.54076231,4.400005226,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,26,99.52058793,71.59614757,5.192128796,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,27,99.69538875,75.3975506,6.0858304,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,28,99.81072295,78.91427434,7.087961276,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,29,99.88501761,82.12454367,8.205016734,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,30,99.93173204,85.01572465,9.443003233,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,31,99.96039682,87.58409463,10.80729811,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,32,99.9775586,89.83420172,12.30250405,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,33,99.98758177,91.77787994,13.93230094,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,34,99.99329117,93.43300725,15.69929822,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,35,99.99646246,94.82210565,17.6048913,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,36,99.99817981,95.97088528,19.64912611,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,37,99.99908632,96.9068279,21.83057607,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,38,99.99955267,97.65789131,24.14623626,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,39,99.99978644,98.2513967,26.59143928,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,40,99.9999006,98.71313835,29.15979778,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,41,99.9999549,99.06673285,31.8431778,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,42,99.99998006,99.33320386,34.63170703,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,43,99.99999141,99.53078193,37.51382136,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,44,99.9999964,99.67488679,40.47635192,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,45,99.99999853,99.77825262,43.50465397,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,46,99.99999941,99.85115503,46.58277766,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,47,99.99999977,99.90170048,49.69367901,,,,,,,,,,,,0.396761,0.9796013,1.713863
Equation 5,48,99.99999991,99.93614396,52.81946809,,,,,,,,,,,,0.396761,0.9796013,1.713863
